"model","additional_parameter_value","dimensionality","method","initial_density","CV"
"percolation",0.1,1,"prediction",3020.2,0.29798
"percolation",0.1,1,"prediction",3101,0.29798
"percolation",0.1,1,"prediction",3181.8,0.29798
"percolation",0.1,1,"prediction",3262.6,0.29798
"percolation",0.1,1,"prediction",3343.4,0.29798
"percolation",0.1,1,"prediction",3424.2,0.29798
"percolation",0.1,1,"prediction",3505.1,0.29798
"percolation",0.1,1,"prediction",3585.9,0.29798
"percolation",0.1,1,"prediction",3666.7,0.29798
"percolation",0.1,1,"prediction",3747.5,0.29798
"percolation",0.1,1,"prediction",3828.3,0.29798
"percolation",0.1,1,"prediction",3909.1,0.29798
"percolation",0.1,1,"prediction",3989.9,0.29798
"percolation",0.1,1,"prediction",4070.7,0.29798
"percolation",0.1,1,"prediction",4151.5,0.29798
"percolation",0.1,1,"prediction",4232.3,0.29798
"percolation",0.1,1,"prediction",4313.1,0.29798
"percolation",0.1,1,"prediction",4393.9,0.29798
"percolation",0.1,1,"prediction",4474.7,0.29798
"percolation",0.1,1,"prediction",4555.6,0.29798
"percolation",0.1,1,"prediction",4636.4,0.29798
"percolation",0.1,1,"prediction",4717.2,0.29798
"percolation",0.1,1,"prediction",4798,0.29798
"percolation",0.1,1,"prediction",4878.8,0.29798
"percolation",0.1,1,"prediction",4959.6,0.29798
"percolation",0.1,1,"prediction",5040.4,0.29798
"percolation",0.1,1,"prediction",5121.2,0.29798
"percolation",0.1,1,"prediction",5202,0.29798
"percolation",0.1,1,"prediction",5282.8,0.29798
"percolation",0.1,1,"prediction",5363.6,0.29798
"percolation",0.1,1,"prediction",5444.4,0.29798
"percolation",0.1,1,"prediction",5525.3,0.29798
"percolation",0.1,1,"prediction",5606.1,0.29798
"percolation",0.1,1,"prediction",5686.9,0.29798
"percolation",0.1,1,"prediction",5767.7,0.29798
"percolation",0.1,1,"prediction",5848.5,0.29798
"percolation",0.1,1,"prediction",5929.3,0.29798
"percolation",0.1,1,"prediction",6010.1,0.29798
"percolation",0.1,1,"prediction",6090.9,0.29798
"percolation",0.1,1,"prediction",6171.7,0.29798
"percolation",0.1,1,"prediction",6252.5,0.29798
"percolation",0.1,1,"prediction",6333.3,0.29798
"percolation",0.1,1,"prediction",6414.1,0.29798
"percolation",0.1,1,"prediction",6494.9,0.29798
"percolation",0.1,1,"prediction",6575.8,0.29798
"percolation",0.1,1,"prediction",6656.6,0.29798
"percolation",0.1,1,"prediction",6737.4,0.29798
"percolation",0.1,1,"prediction",6818.2,0.29798
"percolation",0.1,1,"prediction",6899,0.29798
"percolation",0.1,1,"prediction",6979.8,0.29798
"percolation",0.1,1,"prediction",7060.6,0.29798
"percolation",0.1,1,"prediction",7141.4,0.29798
"percolation",0.1,1,"prediction",7222.2,0.29798
"percolation",0.1,1,"prediction",7303,0.29798
"percolation",0.1,1,"prediction",7383.8,0.29798
"percolation",0.1,1,"prediction",7464.6,0.29798
"percolation",0.1,1,"prediction",7545.5,0.29798
"percolation",0.1,1,"prediction",7626.3,0.29798
"percolation",0.1,1,"prediction",7707.1,0.29798
"percolation",0.1,1,"prediction",7787.9,0.29798
"percolation",0.1,1,"prediction",7868.7,0.29798
"percolation",0.1,1,"prediction",7949.5,0.29798
"percolation",0.1,1,"prediction",8030.3,0.29798
"percolation",0.1,1,"prediction",8111.1,0.29798
"percolation",0.1,1,"prediction",8191.9,0.29798
"percolation",0.1,1,"prediction",8272.7,0.29798
"percolation",0.1,1,"prediction",8353.5,0.29798
"percolation",0.1,1,"prediction",8434.3,0.29798
"percolation",0.1,1,"prediction",8515.2,0.29798
"percolation",0.1,1,"prediction",8596,0.29798
"percolation",0.1,1,"prediction",8676.8,0.29798
"percolation",0.1,1,"prediction",8757.6,0.29798
"percolation",0.1,1,"prediction",8838.4,0.29798
"percolation",0.1,1,"prediction",8919.2,0.29798
"percolation",0.1,1,"prediction",9000,0.29798
"percolation",0.25,1,"prediction",1000,0.29798
"percolation",0.25,1,"prediction",1080.8,0.29798
"percolation",0.25,1,"prediction",1161.6,0.29798
"percolation",0.25,1,"prediction",1242.4,0.29798
"percolation",0.25,1,"prediction",1323.2,0.29798
"percolation",0.25,1,"prediction",1404,0.29798
"percolation",0.25,1,"prediction",1484.8,0.29798
"percolation",0.25,1,"prediction",1565.7,0.29798
"percolation",0.25,1,"prediction",1646.5,0.29798
"percolation",0.25,1,"prediction",1727.3,0.29798
"percolation",0.25,1,"prediction",1808.1,0.29798
"percolation",0.25,1,"prediction",1888.9,0.29798
"percolation",0.25,1,"prediction",1969.7,0.29798
"percolation",0.25,1,"prediction",2050.5,0.29798
"percolation",0.25,1,"prediction",2131.3,0.29798
"percolation",0.25,1,"prediction",2212.1,0.29798
"percolation",0.25,1,"prediction",2292.9,0.29798
"percolation",0.25,1,"prediction",2373.7,0.29798
"percolation",0.25,1,"prediction",2454.5,0.29798
"percolation",0.25,1,"prediction",2535.4,0.29798
"percolation",0.25,1,"prediction",2616.2,0.29798
"percolation",0.25,1,"prediction",2697,0.29798
"percolation",0.25,1,"prediction",2777.8,0.29798
"percolation",0.25,1,"prediction",2858.6,0.29798
"percolation",0.25,1,"prediction",2939.4,0.29798
"percolation",0.25,1,"prediction",3020.2,0.29798
"percolation",0.25,1,"prediction",3101,0.29798
"percolation",0.25,1,"prediction",3181.8,0.29798
"percolation",0.25,1,"prediction",3262.6,0.29798
"percolation",0.25,1,"prediction",3343.4,0.29798
"percolation",0.25,1,"prediction",3424.2,0.29798
"percolation",0.25,1,"prediction",3505.1,0.29798
"percolation",0.25,1,"prediction",3585.9,0.29798
"percolation",0.25,1,"prediction",3666.7,0.29798
"percolation",0.25,1,"prediction",3747.5,0.29798
"percolation",0.25,1,"prediction",3828.3,0.29798
"percolation",0.25,1,"prediction",3909.1,0.29798
"percolation",0.25,1,"prediction",3989.9,0.29798
"percolation",0.25,1,"prediction",4070.7,0.29798
"percolation",0.25,1,"prediction",4151.5,0.29798
"percolation",0.25,1,"prediction",4232.3,0.29798
"percolation",0.25,1,"prediction",4313.1,0.29798
"percolation",0.25,1,"prediction",4393.9,0.29798
"percolation",0.25,1,"prediction",4474.7,0.29798
"percolation",0.25,1,"prediction",4555.6,0.29798
"percolation",0.25,1,"prediction",4636.4,0.29798
"percolation",0.25,1,"prediction",4717.2,0.29798
"percolation",0.25,1,"prediction",4798,0.29798
"percolation",0.25,1,"prediction",4878.8,0.29798
"percolation",0.25,1,"prediction",4959.6,0.29798
"percolation",0.25,1,"prediction",5040.4,0.29798
"percolation",0.25,1,"prediction",5121.2,0.29798
"percolation",0.25,1,"prediction",5202,0.29798
"percolation",0.25,1,"prediction",5282.8,0.29798
"percolation",0.25,1,"prediction",5363.6,0.29798
"percolation",0.25,1,"prediction",5444.4,0.29798
"percolation",0.25,1,"prediction",5525.3,0.29798
"percolation",0.25,1,"prediction",5606.1,0.29798
"percolation",0.25,1,"prediction",5686.9,0.29798
"percolation",0.25,1,"prediction",5767.7,0.29798
"percolation",0.25,1,"prediction",5848.5,0.29798
"percolation",0.25,1,"prediction",5929.3,0.29798
"percolation",0.25,1,"prediction",6010.1,0.29798
"percolation",0.25,1,"prediction",6090.9,0.29798
"percolation",0.25,1,"prediction",6171.7,0.29798
"percolation",0.25,1,"prediction",6252.5,0.29798
"percolation",0.25,1,"prediction",6333.3,0.29798
"percolation",0.25,1,"prediction",6414.1,0.29798
"percolation",0.25,1,"prediction",6494.9,0.29798
"percolation",0.25,1,"prediction",6575.8,0.29798
"percolation",0.25,1,"prediction",6656.6,0.29798
"percolation",0.25,1,"prediction",6737.4,0.29798
"percolation",0.25,1,"prediction",6818.2,0.29798
"percolation",0.25,1,"prediction",6899,0.29798
"percolation",0.25,1,"prediction",6979.8,0.29798
"percolation",0.25,1,"prediction",7060.6,0.29798
"percolation",0.25,1,"prediction",7141.4,0.29798
"percolation",0.25,1,"prediction",7222.2,0.29798
"percolation",0.25,1,"prediction",7303,0.29798
"percolation",0.25,1,"prediction",7383.8,0.29798
"percolation",0.25,1,"prediction",7464.6,0.29798
"percolation",0.25,1,"prediction",7545.5,0.29798
"percolation",0.25,1,"prediction",7626.3,0.29798
"percolation",0.25,1,"prediction",7707.1,0.29798
"percolation",0.25,1,"prediction",7787.9,0.29798
"percolation",0.25,1,"prediction",7868.7,0.29798
"percolation",0.25,1,"prediction",7949.5,0.29798
"percolation",0.25,1,"prediction",8030.3,0.29798
"percolation",0.25,1,"prediction",8111.1,0.29798
"percolation",0.25,1,"prediction",8191.9,0.29798
"percolation",0.25,1,"prediction",8272.7,0.29798
"percolation",0.25,1,"prediction",8353.5,0.29798
"percolation",0.25,1,"prediction",8434.3,0.29798
"percolation",0.25,1,"prediction",8515.2,0.29798
"percolation",0.25,1,"prediction",8596,0.29798
"percolation",0.25,1,"prediction",8676.8,0.29798
"percolation",0.25,1,"prediction",8757.6,0.29798
"percolation",0.25,1,"prediction",8838.4,0.29798
"percolation",0.25,1,"prediction",8919.2,0.29798
"percolation",0.25,1,"prediction",9000,0.29798
"percolation",0.5,1,"prediction",1000,0.29798
"percolation",0.5,1,"prediction",1080.8,0.29798
"percolation",0.5,1,"prediction",1161.6,0.29798
"percolation",0.5,1,"prediction",1242.4,0.29798
"percolation",0.5,1,"prediction",1323.2,0.29798
"percolation",0.5,1,"prediction",1404,0.29798
"percolation",0.5,1,"prediction",1484.8,0.29798
"percolation",0.5,1,"prediction",1565.7,0.29798
"percolation",0.5,1,"prediction",1646.5,0.29798
"percolation",0.5,1,"prediction",1727.3,0.29798
"percolation",0.5,1,"prediction",1808.1,0.29798
"percolation",0.5,1,"prediction",1888.9,0.29798
"percolation",0.5,1,"prediction",1969.7,0.29798
"percolation",0.5,1,"prediction",2050.5,0.29798
"percolation",0.5,1,"prediction",2131.3,0.29798
"percolation",0.5,1,"prediction",2212.1,0.29798
"percolation",0.5,1,"prediction",2292.9,0.29798
"percolation",0.5,1,"prediction",2373.7,0.29798
"percolation",0.5,1,"prediction",2454.5,0.29798
"percolation",0.5,1,"prediction",2535.4,0.29798
"percolation",0.5,1,"prediction",2616.2,0.29798
"percolation",0.5,1,"prediction",2697,0.29798
"percolation",0.5,1,"prediction",2777.8,0.29798
"percolation",0.5,1,"prediction",2858.6,0.29798
"percolation",0.5,1,"prediction",2939.4,0.29798
"percolation",0.5,1,"prediction",3020.2,0.29798
"percolation",0.5,1,"prediction",3101,0.29798
"percolation",0.5,1,"prediction",3181.8,0.29798
"percolation",0.5,1,"prediction",3262.6,0.29798
"percolation",0.5,1,"prediction",3343.4,0.29798
"percolation",0.5,1,"prediction",3424.2,0.29798
"percolation",0.5,1,"prediction",3505.1,0.29798
"percolation",0.5,1,"prediction",3585.9,0.29798
"percolation",0.5,1,"prediction",3666.7,0.29798
"percolation",0.5,1,"prediction",3747.5,0.29798
"percolation",0.5,1,"prediction",3828.3,0.29798
"percolation",0.5,1,"prediction",3909.1,0.29798
"percolation",0.5,1,"prediction",3989.9,0.29798
"percolation",0.5,1,"prediction",4070.7,0.29798
"percolation",0.5,1,"prediction",4151.5,0.29798
"percolation",0.5,1,"prediction",4232.3,0.29798
"percolation",0.5,1,"prediction",4313.1,0.29798
"percolation",0.5,1,"prediction",4393.9,0.29798
"percolation",0.5,1,"prediction",4474.7,0.29798
"percolation",0.5,1,"prediction",4555.6,0.29798
"percolation",0.5,1,"prediction",4636.4,0.29798
"percolation",0.5,1,"prediction",4717.2,0.29798
"percolation",0.5,1,"prediction",4798,0.29798
"percolation",0.5,1,"prediction",4878.8,0.29798
"percolation",0.5,1,"prediction",4959.6,0.29798
"percolation",0.5,1,"prediction",5040.4,0.29798
"percolation",0.5,1,"prediction",5121.2,0.29798
"percolation",0.5,1,"prediction",5202,0.29798
"percolation",0.5,1,"prediction",5282.8,0.29798
"percolation",0.5,1,"prediction",5363.6,0.29798
"percolation",0.5,1,"prediction",5444.4,0.29798
"percolation",0.5,1,"prediction",5525.3,0.29798
"percolation",0.5,1,"prediction",5606.1,0.29798
"percolation",0.5,1,"prediction",5686.9,0.29798
"percolation",0.5,1,"prediction",5767.7,0.29798
"percolation",0.5,1,"prediction",5848.5,0.29798
"percolation",0.5,1,"prediction",5929.3,0.29798
"percolation",0.5,1,"prediction",6010.1,0.29798
"percolation",0.5,1,"prediction",6090.9,0.29798
"percolation",0.5,1,"prediction",6171.7,0.29798
"percolation",0.5,1,"prediction",6252.5,0.29798
"percolation",0.5,1,"prediction",6333.3,0.29798
"percolation",0.5,1,"prediction",6414.1,0.29798
"percolation",0.5,1,"prediction",6494.9,0.29798
"percolation",0.5,1,"prediction",6575.8,0.29798
"percolation",0.5,1,"prediction",6656.6,0.29798
"percolation",0.5,1,"prediction",6737.4,0.29798
"percolation",0.5,1,"prediction",6818.2,0.29798
"percolation",0.5,1,"prediction",6899,0.29798
"percolation",0.5,1,"prediction",6979.8,0.29798
"percolation",0.5,1,"prediction",7060.6,0.29798
"percolation",0.5,1,"prediction",7141.4,0.29798
"percolation",0.5,1,"prediction",7222.2,0.29798
"percolation",0.5,1,"prediction",7303,0.29798
"percolation",0.5,1,"prediction",7383.8,0.29798
"percolation",0.5,1,"prediction",7464.6,0.29798
"percolation",0.5,1,"prediction",7545.5,0.29798
"percolation",0.5,1,"prediction",7626.3,0.29798
"percolation",0.5,1,"prediction",7707.1,0.29798
"percolation",0.5,1,"prediction",7787.9,0.29798
"percolation",0.5,1,"prediction",7868.7,0.29798
"percolation",0.5,1,"prediction",7949.5,0.29798
"percolation",0.5,1,"prediction",8030.3,0.29798
"percolation",0.5,1,"prediction",8111.1,0.29798
"percolation",0.5,1,"prediction",8191.9,0.29798
"percolation",0.5,1,"prediction",8272.7,0.29798
"percolation",0.5,1,"prediction",8353.5,0.29798
"percolation",0.5,1,"prediction",8434.3,0.29798
"percolation",0.5,1,"prediction",8515.2,0.29798
"percolation",0.5,1,"prediction",8596,0.29798
"percolation",0.5,1,"prediction",8676.8,0.29798
"percolation",0.5,1,"prediction",8757.6,0.29798
"percolation",0.5,1,"prediction",8838.4,0.29798
"percolation",0.5,1,"prediction",8919.2,0.29798
"percolation",0.5,1,"prediction",9000,0.29798
"percolation",0.05,2,"prediction",961,0.17562
"percolation",0.05,2,"prediction",1040.5,0.17467
"percolation",0.05,2,"prediction",1120.1,0.17379
"percolation",0.05,2,"prediction",1199.6,0.17298
"percolation",0.05,2,"prediction",1279.2,0.17224
"percolation",0.05,2,"prediction",1358.7,0.17154
"percolation",0.05,2,"prediction",1438.3,0.17089
"percolation",0.05,2,"prediction",1517.8,0.17028
"percolation",0.05,2,"prediction",1597.4,0.16971
"percolation",0.05,2,"prediction",1676.9,0.16916
"percolation",0.05,2,"prediction",1756.5,0.16865
"percolation",0.05,2,"prediction",1836,0.16816
"percolation",0.05,2,"prediction",1915.5,0.1677
"percolation",0.05,2,"prediction",1995.1,0.16726
"percolation",0.05,2,"prediction",2074.6,0.16684
"percolation",0.05,2,"prediction",2154.2,0.16643
"percolation",0.05,2,"prediction",2233.7,0.16604
"percolation",0.05,2,"prediction",2313.3,0.16567
"percolation",0.05,2,"prediction",2392.8,0.16532
"percolation",0.05,2,"prediction",2472.4,0.16497
"percolation",0.05,2,"prediction",2551.9,0.16464
"percolation",0.05,2,"prediction",2631.5,0.16432
"percolation",0.05,2,"prediction",2711,0.16401
"percolation",0.05,2,"prediction",2790.5,0.16371
"percolation",0.05,2,"prediction",2870.1,0.16342
"percolation",0.05,2,"prediction",2949.6,0.16314
"percolation",0.05,2,"prediction",3029.2,0.16287
"percolation",0.05,2,"prediction",3108.7,0.16261
"percolation",0.05,2,"prediction",3188.3,0.16235
"percolation",0.05,2,"prediction",3267.8,0.1621
"percolation",0.05,2,"prediction",3347.4,0.16186
"percolation",0.05,2,"prediction",3426.9,0.16162
"percolation",0.05,2,"prediction",3506.5,0.1614
"percolation",0.05,2,"prediction",3586,0.16117
"percolation",0.05,2,"prediction",3665.5,0.16095
"percolation",0.05,2,"prediction",3745.1,0.16074
"percolation",0.05,2,"prediction",3824.6,0.16053
"percolation",0.05,2,"prediction",3904.2,0.16033
"percolation",0.05,2,"prediction",3983.7,0.16013
"percolation",0.05,2,"prediction",4063.3,0.15994
"percolation",0.05,2,"prediction",4142.8,0.15975
"percolation",0.05,2,"prediction",4222.4,0.15956
"percolation",0.05,2,"prediction",4301.9,0.15938
"percolation",0.05,2,"prediction",4381.5,0.15921
"percolation",0.05,2,"prediction",4461,0.15903
"percolation",0.05,2,"prediction",4540.5,0.15886
"percolation",0.05,2,"prediction",4620.1,0.1587
"percolation",0.05,2,"prediction",4699.6,0.15853
"percolation",0.05,2,"prediction",4779.2,0.15837
"percolation",0.05,2,"prediction",4858.7,0.15821
"percolation",0.05,2,"prediction",4938.3,0.15806
"percolation",0.05,2,"prediction",5017.8,0.15791
"percolation",0.05,2,"prediction",5097.4,0.15776
"percolation",0.05,2,"prediction",5176.9,0.15761
"percolation",0.05,2,"prediction",5256.5,0.15747
"percolation",0.05,2,"prediction",5336,0.15733
"percolation",0.05,2,"prediction",5415.5,0.15719
"percolation",0.05,2,"prediction",5495.1,0.15705
"percolation",0.05,2,"prediction",5574.6,0.15692
"percolation",0.05,2,"prediction",5654.2,0.15678
"percolation",0.05,2,"prediction",5733.7,0.15665
"percolation",0.05,2,"prediction",5813.3,0.15652
"percolation",0.05,2,"prediction",5892.8,0.1564
"percolation",0.05,2,"prediction",5972.4,0.15627
"percolation",0.05,2,"prediction",6051.9,0.15615
"percolation",0.05,2,"prediction",6131.5,0.15603
"percolation",0.05,2,"prediction",6211,0.15591
"percolation",0.05,2,"prediction",6290.5,0.15579
"percolation",0.05,2,"prediction",6370.1,0.15568
"percolation",0.05,2,"prediction",6449.6,0.15556
"percolation",0.05,2,"prediction",6529.2,0.15545
"percolation",0.05,2,"prediction",6608.7,0.15534
"percolation",0.05,2,"prediction",6688.3,0.15523
"percolation",0.05,2,"prediction",6767.8,0.15512
"percolation",0.05,2,"prediction",6847.4,0.15502
"percolation",0.05,2,"prediction",6926.9,0.15491
"percolation",0.05,2,"prediction",7006.5,0.15481
"percolation",0.05,2,"prediction",7086,0.15471
"percolation",0.05,2,"prediction",7165.5,0.15461
"percolation",0.05,2,"prediction",7245.1,0.15451
"percolation",0.05,2,"prediction",7324.6,0.15441
"percolation",0.05,2,"prediction",7404.2,0.15431
"percolation",0.05,2,"prediction",7483.7,0.15422
"percolation",0.05,2,"prediction",7563.3,0.15412
"percolation",0.05,2,"prediction",7642.8,0.15403
"percolation",0.05,2,"prediction",7722.4,0.15393
"percolation",0.05,2,"prediction",7801.9,0.15384
"percolation",0.05,2,"prediction",7881.5,0.15375
"percolation",0.05,2,"prediction",7961,0.15366
"percolation",0.05,2,"prediction",8040.5,0.15357
"percolation",0.05,2,"prediction",8120.1,0.15349
"percolation",0.05,2,"prediction",8199.6,0.1534
"percolation",0.05,2,"prediction",8279.2,0.15331
"percolation",0.05,2,"prediction",8358.7,0.15323
"percolation",0.05,2,"prediction",8438.3,0.15315
"percolation",0.05,2,"prediction",8517.8,0.15306
"percolation",0.05,2,"prediction",8597.4,0.15298
"percolation",0.05,2,"prediction",8676.9,0.1529
"percolation",0.05,2,"prediction",8756.5,0.15282
"percolation",0.05,2,"prediction",8836,0.15274
"percolation",0.1,2,"prediction",961,0.17562
"percolation",0.1,2,"prediction",1040.5,0.17467
"percolation",0.1,2,"prediction",1120.1,0.17379
"percolation",0.1,2,"prediction",1199.6,0.17298
"percolation",0.1,2,"prediction",1279.2,0.17224
"percolation",0.1,2,"prediction",1358.7,0.17154
"percolation",0.1,2,"prediction",1438.3,0.17089
"percolation",0.1,2,"prediction",1517.8,0.17028
"percolation",0.1,2,"prediction",1597.4,0.16971
"percolation",0.1,2,"prediction",1676.9,0.16916
"percolation",0.1,2,"prediction",1756.5,0.16865
"percolation",0.1,2,"prediction",1836,0.16816
"percolation",0.1,2,"prediction",1915.5,0.1677
"percolation",0.1,2,"prediction",1995.1,0.16726
"percolation",0.1,2,"prediction",2074.6,0.16684
"percolation",0.1,2,"prediction",2154.2,0.16643
"percolation",0.1,2,"prediction",2233.7,0.16604
"percolation",0.1,2,"prediction",2313.3,0.16567
"percolation",0.1,2,"prediction",2392.8,0.16532
"percolation",0.1,2,"prediction",2472.4,0.16497
"percolation",0.1,2,"prediction",2551.9,0.16464
"percolation",0.1,2,"prediction",2631.5,0.16432
"percolation",0.1,2,"prediction",2711,0.16401
"percolation",0.1,2,"prediction",2790.5,0.16371
"percolation",0.1,2,"prediction",2870.1,0.16342
"percolation",0.1,2,"prediction",2949.6,0.16314
"percolation",0.1,2,"prediction",3029.2,0.16287
"percolation",0.1,2,"prediction",3108.7,0.16261
"percolation",0.1,2,"prediction",3188.3,0.16235
"percolation",0.1,2,"prediction",3267.8,0.1621
"percolation",0.1,2,"prediction",3347.4,0.16186
"percolation",0.1,2,"prediction",3426.9,0.16162
"percolation",0.1,2,"prediction",3506.5,0.1614
"percolation",0.1,2,"prediction",3586,0.16117
"percolation",0.1,2,"prediction",3665.5,0.16095
"percolation",0.1,2,"prediction",3745.1,0.16074
"percolation",0.1,2,"prediction",3824.6,0.16053
"percolation",0.1,2,"prediction",3904.2,0.16033
"percolation",0.1,2,"prediction",3983.7,0.16013
"percolation",0.1,2,"prediction",4063.3,0.15994
"percolation",0.1,2,"prediction",4142.8,0.15975
"percolation",0.1,2,"prediction",4222.4,0.15956
"percolation",0.1,2,"prediction",4301.9,0.15938
"percolation",0.1,2,"prediction",4381.5,0.15921
"percolation",0.1,2,"prediction",4461,0.15903
"percolation",0.1,2,"prediction",4540.5,0.15886
"percolation",0.1,2,"prediction",4620.1,0.1587
"percolation",0.1,2,"prediction",4699.6,0.15853
"percolation",0.1,2,"prediction",4779.2,0.15837
"percolation",0.1,2,"prediction",4858.7,0.15821
"percolation",0.1,2,"prediction",4938.3,0.15806
"percolation",0.1,2,"prediction",5017.8,0.15791
"percolation",0.1,2,"prediction",5097.4,0.15776
"percolation",0.1,2,"prediction",5176.9,0.15761
"percolation",0.1,2,"prediction",5256.5,0.15747
"percolation",0.1,2,"prediction",5336,0.15733
"percolation",0.1,2,"prediction",5415.5,0.15719
"percolation",0.1,2,"prediction",5495.1,0.15705
"percolation",0.1,2,"prediction",5574.6,0.15692
"percolation",0.1,2,"prediction",5654.2,0.15678
"percolation",0.1,2,"prediction",5733.7,0.15665
"percolation",0.1,2,"prediction",5813.3,0.15652
"percolation",0.1,2,"prediction",5892.8,0.1564
"percolation",0.1,2,"prediction",5972.4,0.15627
"percolation",0.1,2,"prediction",6051.9,0.15615
"percolation",0.1,2,"prediction",6131.5,0.15603
"percolation",0.1,2,"prediction",6211,0.15591
"percolation",0.1,2,"prediction",6290.5,0.15579
"percolation",0.1,2,"prediction",6370.1,0.15568
"percolation",0.1,2,"prediction",6449.6,0.15556
"percolation",0.1,2,"prediction",6529.2,0.15545
"percolation",0.1,2,"prediction",6608.7,0.15534
"percolation",0.1,2,"prediction",6688.3,0.15523
"percolation",0.1,2,"prediction",6767.8,0.15512
"percolation",0.1,2,"prediction",6847.4,0.15502
"percolation",0.1,2,"prediction",6926.9,0.15491
"percolation",0.1,2,"prediction",7006.5,0.15481
"percolation",0.1,2,"prediction",7086,0.15471
"percolation",0.1,2,"prediction",7165.5,0.15461
"percolation",0.1,2,"prediction",7245.1,0.15451
"percolation",0.1,2,"prediction",7324.6,0.15441
"percolation",0.1,2,"prediction",7404.2,0.15431
"percolation",0.1,2,"prediction",7483.7,0.15422
"percolation",0.1,2,"prediction",7563.3,0.15412
"percolation",0.1,2,"prediction",7642.8,0.15403
"percolation",0.1,2,"prediction",7722.4,0.15393
"percolation",0.1,2,"prediction",7801.9,0.15384
"percolation",0.1,2,"prediction",7881.5,0.15375
"percolation",0.1,2,"prediction",7961,0.15366
"percolation",0.1,2,"prediction",8040.5,0.15357
"percolation",0.1,2,"prediction",8120.1,0.15349
"percolation",0.1,2,"prediction",8199.6,0.1534
"percolation",0.1,2,"prediction",8279.2,0.15331
"percolation",0.1,2,"prediction",8358.7,0.15323
"percolation",0.1,2,"prediction",8438.3,0.15315
"percolation",0.1,2,"prediction",8517.8,0.15306
"percolation",0.1,2,"prediction",8597.4,0.15298
"percolation",0.1,2,"prediction",8676.9,0.1529
"percolation",0.1,2,"prediction",8756.5,0.15282
"percolation",0.1,2,"prediction",8836,0.15274
"percolation",0.25,2,"prediction",961,0.17562
"percolation",0.25,2,"prediction",1040.5,0.17467
"percolation",0.25,2,"prediction",1120.1,0.17379
"percolation",0.25,2,"prediction",1199.6,0.17298
"percolation",0.25,2,"prediction",1279.2,0.17224
"percolation",0.25,2,"prediction",1358.7,0.17154
"percolation",0.25,2,"prediction",1438.3,0.17089
"percolation",0.25,2,"prediction",1517.8,0.17028
"percolation",0.25,2,"prediction",1597.4,0.16971
"percolation",0.25,2,"prediction",1676.9,0.16916
"percolation",0.25,2,"prediction",1756.5,0.16865
"percolation",0.25,2,"prediction",1836,0.16816
"percolation",0.25,2,"prediction",1915.5,0.1677
"percolation",0.25,2,"prediction",1995.1,0.16726
"percolation",0.25,2,"prediction",2074.6,0.16684
"percolation",0.25,2,"prediction",2154.2,0.16643
"percolation",0.25,2,"prediction",2233.7,0.16604
"percolation",0.25,2,"prediction",2313.3,0.16567
"percolation",0.25,2,"prediction",2392.8,0.16532
"percolation",0.25,2,"prediction",2472.4,0.16497
"percolation",0.25,2,"prediction",2551.9,0.16464
"percolation",0.25,2,"prediction",2631.5,0.16432
"percolation",0.25,2,"prediction",2711,0.16401
"percolation",0.25,2,"prediction",2790.5,0.16371
"percolation",0.25,2,"prediction",2870.1,0.16342
"percolation",0.25,2,"prediction",2949.6,0.16314
"percolation",0.25,2,"prediction",3029.2,0.16287
"percolation",0.25,2,"prediction",3108.7,0.16261
"percolation",0.25,2,"prediction",3188.3,0.16235
"percolation",0.25,2,"prediction",3267.8,0.1621
"percolation",0.25,2,"prediction",3347.4,0.16186
"percolation",0.25,2,"prediction",3426.9,0.16162
"percolation",0.25,2,"prediction",3506.5,0.1614
"percolation",0.25,2,"prediction",3586,0.16117
"percolation",0.25,2,"prediction",3665.5,0.16095
"percolation",0.25,2,"prediction",3745.1,0.16074
"percolation",0.25,2,"prediction",3824.6,0.16053
"percolation",0.25,2,"prediction",3904.2,0.16033
"percolation",0.25,2,"prediction",3983.7,0.16013
"percolation",0.25,2,"prediction",4063.3,0.15994
"percolation",0.25,2,"prediction",4142.8,0.15975
"percolation",0.25,2,"prediction",4222.4,0.15956
"percolation",0.25,2,"prediction",4301.9,0.15938
"percolation",0.25,2,"prediction",4381.5,0.15921
"percolation",0.25,2,"prediction",4461,0.15903
"percolation",0.25,2,"prediction",4540.5,0.15886
"percolation",0.25,2,"prediction",4620.1,0.1587
"percolation",0.25,2,"prediction",4699.6,0.15853
"percolation",0.25,2,"prediction",4779.2,0.15837
"percolation",0.25,2,"prediction",4858.7,0.15821
"percolation",0.25,2,"prediction",4938.3,0.15806
"percolation",0.25,2,"prediction",5017.8,0.15791
"percolation",0.25,2,"prediction",5097.4,0.15776
"percolation",0.25,2,"prediction",5176.9,0.15761
"percolation",0.25,2,"prediction",5256.5,0.15747
"percolation",0.25,2,"prediction",5336,0.15733
"percolation",0.25,2,"prediction",5415.5,0.15719
"percolation",0.25,2,"prediction",5495.1,0.15705
"percolation",0.25,2,"prediction",5574.6,0.15692
"percolation",0.25,2,"prediction",5654.2,0.15678
"percolation",0.25,2,"prediction",5733.7,0.15665
"percolation",0.25,2,"prediction",5813.3,0.15652
"percolation",0.25,2,"prediction",5892.8,0.1564
"percolation",0.25,2,"prediction",5972.4,0.15627
"percolation",0.25,2,"prediction",6051.9,0.15615
"percolation",0.25,2,"prediction",6131.5,0.15603
