Season,PenguinID,Diveduration(s),Divedepth(m),Nokrillcaptured,R
2016/17,58_49,119,77.1,19,15.966
2016/17,58_49,124,69.3,21,16.935
2016/17,58_49,120,67.6,23,19.167
2016/17,58_49,115,66.6,19,16.522
2016/17,58_49,130,72.3,29,22.308
2016/17,58_49,119,79.4,11,9.244
2016/17,58_49,116,73.5,9,7.759
2016/17,58_49,124,69.3,18,14.516
2016/17,58_49,99,57.2,13,13.131
2016/17,58_49,116,63.3,10,8.621
2016/17,58_49,125,67,15,12
2016/17,58_49,125,65.3,20,16
2016/17,58_49,127,72.5,17,13.386
2016/17,58_49,131,71.5,8,6.107
2016/17,58_49,128,69.2,17,13.281
2016/17,58_49,133,65.1,19,14.286
2016/17,58_49,134,71.6,13,9.701
2016/17,58_49,138,70.3,19,13.768
2016/17,58_49,126,60.6,22,17.46
2016/17,58_49,113,62.8,25,22.124
2016/17,58_49,128,63.1,23,17.969
2016/17,58_49,126,65.3,15,11.905
2016/17,58_49,116,66.6,7,6.034
2016/17,58_49,133,71.6,12,9.023
2016/17,58_49,120,68.9,23,19.167
2016/17,58_49,122,67.7,27,22.131
2016/17,58_49,119,67.9,30,25.21
2016/17,58_49,119,67.6,26,21.849
2016/17,58_49,123,70.2,29,23.577
2016/17,58_49,126,69.5,24,19.048
2016/17,58_49,138,62.2,34,24.638
2016/17,58_49,100,33.9,8,8
2016/17,58_49,109,43.4,18,16.514
2016/17,58_49,116,49.2,16,13.793
2016/17,58_49,120,53.9,25,20.833
2016/17,58_49,120,45.3,30,25
2016/17,58_49,122,48.4,14,11.475
2016/17,58_49,69,35.3,2,2.899
2016/17,58_49,107,45.3,9,8.411
2016/17,58_49,120,62.9,14,11.667
2016/17,58_49,129,64.9,35,27.132
2016/17,58_49,114,64.6,15,13.158
2016/17,58_49,102,44.8,8,7.843
2016/17,58_49,116,57.9,7,6.034
2016/17,58_49,117,62.5,16,13.675
2016/17,58_49,127,73.9,16,12.598
2016/17,58_49,135,73.1,33,24.444
2016/17,58_49,136,82.1,33,24.265
2016/17,58_49,132,78.4,20,15.152
2016/17,58_49,129,74.8,28,21.705
2016/17,58_49,93,46,9,9.677
2016/17,58_49,105,55.7,22,20.952
2016/17,58_49,110,57.5,25,22.727
2016/17,58_49,88,59.6,9,10.227
2016/17,58_49,104,67.8,12,11.538
2016/17,58_49,99,65,5,5.051
2016/17,58_49,96,48.5,4,4.167
2016/17,58_49,73,43.7,1,1.37
2016/17,58_49,99,59.4,2,2.02
2016/17,58_49,118,60.8,6,5.085
2016/17,58_49,119,59.7,2,1.681
2016/17,58_49,117,61.5,1,0.855
2016/17,58_49,115,55.2,3,2.609
2016/17,58_49,123,60.3,1,0.813
2016/17,58_49,94,45.4,1,1.064
2016/17,58_49,131,60.2,4,3.053
2016/17,58_49,137,60.8,12,8.759
2016/17,58_49,136,63.9,17,12.5
2016/17,58_49,133,71.6,18,13.534
2016/17,58_49,137,72.4,19,13.869
2016/17,58_49,136,72.8,22,16.176
2016/17,58_49,145,78.6,12,8.276
2016/17,58_49,143,82.6,18,12.587
2016/17,58_49,138,66.2,3,2.174
2016/17,58_49,134,72.2,6,4.478
2016/17,58_49,121,62.7,3,2.479
2016/17,58_49,136,67.9,8,5.882
2016/17,58_49,140,67.4,15,10.714
2016/17,58_49,135,67.2,9,6.667
2016/17,58_49,139,71.7,10,7.194
2016/17,58_49,124,61.4,2,1.613
2016/17,58_49,96,21.8,10,10.417
2016/17,58_49,99,28.3,12,12.121
2016/17,58_49,109,28.4,10,9.174
2016/17,58_49,98,27.9,9,9.184
2016/17,58_49,49,25,2,4.082
2016/17,58_49,79,29.1,6,7.595
2016/17,58_49,83,38,1,1.205
2016/17,58_49,69,26.7,4,5.797
2016/17,58_49,87,20.2,1,1.149
2016/17,58_49,76,26.8,3,3.947
2016/17,58_49,84,36.1,2,2.381
2016/17,58_49,84,36.8,4,4.762
2016/17,58_49,89,44.2,5,5.618
2016/17,58_49,93,45.7,7,7.527
2016/17,58_49,84,39.4,2,2.381
2016/17,58_49,84,29.2,3,3.571
2016/17,58_49,83,29,3,3.614
2016/17,58_49,95,40.8,6,6.316
2016/17,58_49,92,39.9,3,3.261
2016/17,58_49,100,34,6,6
2016/17,58_49,102,56.3,7,6.863
2016/17,58_49,115,55.4,4,3.478
2016/17,58_49,109,56.2,11,10.092
2016/17,58_49,113,59.1,7,6.195
2016/17,58_49,121,58.5,8,6.612
2016/17,58_49,119,66,16,13.445
2016/17,58_49,110,59,12,10.909
2016/17,58_49,98,48.8,25,25.51
2016/17,58_49,83,34.9,1,1.205
2016/17,58_49,94,29,5,5.319
2016/17,58_49,93,29.2,2,2.151
2016/17,58_49,102,38.5,6,5.882
2016/17,58_49,124,34.9,4,3.226
2016/17,58_49,87,42.2,10,11.494
2016/17,58_49,84,32.8,1,1.19
2016/17,58_49,77,23.3,5,6.494
2016/17,58_49,67,26.7,1,1.493
2016/17,58_49,70,22.3,2,2.857
2016/17,58_49,84,33.8,5,5.952
2016/17,58_49,85,39.1,20,23.529
2016/17,58_49,81,40.7,4,4.938
2016/17,58_49,78,33.4,1,1.282
2016/17,58_49,83,31.8,2,2.41
2016/17,58_49,76,41,1,1.316
2016/17,58_49,63,26.9,5,7.937
2016/17,58_49,80,42.7,7,8.75
2016/17,58_49,74,38.5,6,8.108
2016/17,58_49,67,38.3,5,7.463
2016/17,58_49,72,37.6,7,9.722
2016/17,58_49,81,33.7,5,6.173
2016/17,58_49,49,20.5,1,2.041
2016/17,58_49,53,23.9,1,1.887
2016/17,58_49,58,25.2,1,1.724
2016/17,58_49,65,36.4,4,6.154
2016/17,58_49,67,42.7,3,4.478
2016/17,58_49,60,32.8,1,1.667
2016/17,58_49,85,44,2,2.353
2016/17,58_49,83,42.1,7,8.434
2016/17,58_49,84,41.5,7,8.333
2016/17,58_49,77,29.8,6,7.792
2016/17,58_49,54,27,4,7.407
2016/17,58_49,51,25.6,7,13.725
2016/17,58_49,66,30,12,18.182
2016/17,58_49,64,23.9,13,20.313
2016/17,58_49,68,29.9,9,13.235
2016/17,58_49,85,32.1,12,14.118
2016/17,58_49,79,30.7,17,21.519
2016/17,58_60,133,62.4,1,0.752
2016/17,58_60,139,65,1,0.719
2016/17,58_60,116,57.7,2,1.724
2016/17,58_60,137,55.5,1,0.73
2016/17,58_60,133,57.1,3,2.256
2016/17,58_60,138,59.5,2,1.449
2016/17,58_60,134,63.9,3,2.239
2016/17,58_60,126,62.2,1,0.794
2016/17,58_60,108,31.2,18,16.667
2016/17,58_60,97,43.7,18,18.557
2016/17,58_60,106,46.2,23,21.698
2016/17,58_60,109,38,14,12.844
2016/17,58_60,109,43.2,12,11.009
2016/17,58_60,108,49.1,9,8.333
2016/17,58_60,93,32.6,5,5.376
2016/17,58_60,110,50,5,4.545
2016/17,58_60,109,40.8,9,8.257
2016/17,58_60,106,31.7,21,19.811
2016/17,58_60,104,37.9,19,18.269
2016/17,58_60,99,37.1,18,18.182
2016/17,58_60,93,37.2,9,9.677
2016/17,58_60,98,36.3,10,10.204
2016/17,58_60,96,42.1,8,8.333
2016/17,58_60,88,45.2,3,3.409
2016/17,58_60,109,55.8,4,3.67
2016/17,58_60,111,57.5,7,6.306
2016/17,58_60,102,46.8,6,5.882
2016/17,58_60,100,52,5,5
2016/17,58_60,93,37.6,4,4.301
2016/17,58_60,96,44.9,11,11.458
2016/17,58_60,90,40.3,8,8.889
2016/17,58_60,99,40,14,14.141
2016/17,58_60,105,47.1,13,12.381
2016/17,58_60,107,52.3,26,24.299
2016/17,58_60,107,55.5,18,16.822
2016/17,58_60,115,56.9,21,18.261
2016/17,58_60,107,58.3,26,24.299
2016/17,58_60,106,61.7,17,16.038
2016/17,58_60,112,62.7,20,17.857
2016/17,58_60,112,60.7,9,8.036
2016/17,58_60,115,60.9,6,5.217
2016/17,58_60,112,56.9,11,9.821
2016/17,58_60,105,52.8,3,2.857
2016/17,58_60,100,47.6,5,5
2016/17,58_60,112,57.9,7,6.25
2016/17,58_60,113,66.4,9,7.965
2016/17,58_60,125,70,11,8.8
2016/17,58_60,118,73.7,7,5.932
2016/17,58_60,107,64.2,6,5.607
2016/17,58_60,106,57.6,2,1.887
2016/17,58_60,105,55.8,5,4.762
2016/17,58_60,103,54.7,2,1.942
2016/17,58_60,120,56.8,11,9.167
2016/17,58_60,121,58.5,13,10.744
2016/17,58_60,114,58,3,2.632
2016/17,58_60,114,51.9,7,6.14
2016/17,58_60,117,61.7,5,4.274
2016/17,58_60,119,56.9,2,1.681
2016/17,58_60,112,57.4,1,0.893
2016/17,58_60,114,40,2,1.754
2016/17,58_60,116,37.2,5,4.31
2016/17,58_60,112,41.7,2,1.786
2016/17,58_60,116,46.6,2,1.724
2016/17,58_60,123,48.1,9,7.317
2016/17,58_60,125,50.8,8,6.4
2016/17,58_60,117,41.4,5,4.274
2016/17,58_60,107,39.5,12,11.215
2016/17,58_60,108,38.2,13,12.037
2016/17,58_60,114,39,13,11.404
2016/17,58_60,107,34.6,10,9.346
2016/17,58_60,106,37.5,6,5.66
2016/17,58_60,106,37.5,12,11.321
2016/17,58_60,107,39,12,11.215
2016/17,58_60,108,38.3,11,10.185
2016/17,58_60,108,39.1,14,12.963
2016/17,58_60,104,37.3,10,9.615
2016/17,58_60,103,35.3,8,7.767
2016/17,58_60,104,35.3,3,2.885
2016/17,58_60,107,34.4,12,11.215
2016/17,58_60,100,39.8,11,11
2016/17,58_60,106,35.5,10,9.434
2016/17,58_60,106,38.9,11,10.377
2016/17,58_60,95,36.2,8,8.421
2016/17,58_60,102,34.8,8,7.843
2016/17,58_60,108,40.7,7,6.481
2016/17,58_60,111,42.7,8,7.207
2016/17,58_60,101,41.4,10,9.901
2016/17,58_60,102,45.7,9,8.824
2016/17,58_60,103,41.5,5,4.854
2016/17,58_60,104,49.4,12,11.538
2016/17,58_60,102,43.1,8,7.843
2016/17,58_60,105,42.7,11,10.476
2016/17,58_60,103,45.5,9,8.738
2016/17,58_60,104,45.9,4,3.846
2016/17,58_60,102,41,6,5.882
2016/17,58_60,105,39.1,12,11.429
2016/17,58_60,99,36.7,9,9.091
2016/17,58_60,99,39.4,6,6.061
2016/17,58_60,95,38.2,10,10.526
2016/17,58_60,88,38.3,6,6.818
2016/17,58_60,95,39.1,4,4.211
2016/17,58_60,103,38.7,11,10.68
2016/17,58_60,96,37.7,7,7.292
2016/17,58_60,88,43.4,2,2.273
2016/17,58_60,102,40.3,7,6.863
2016/17,58_60,105,39.6,8,7.619
2016/17,58_60,103,40,4,3.883
2016/17,58_60,101,39.9,2,1.98
